#TIME             gpu_0_avail_GB    gpu_0_used_GB     gpu_1_avail_GB    gpu_1_used_GB     gpu_2_avail_GB    gpu_2_used_GB     gpu_3_avail_GB    gpu_3_used_GB     
1676375665        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375676        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375686        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375696        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375707        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375717        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375727        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375737        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375748        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375758        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375768        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375779        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375789        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375799        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375810        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375820        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375830        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375841        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375851        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375861        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375871        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375882        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375892        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375902        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375913        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375923        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375933        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375944        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375954        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375964        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676375975        1.041             15.084            0.885             15.240            1.041             15.084            1.041             15.084            
1676375985        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676375995        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376006        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376016        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376026        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376037        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376047        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376057        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376068        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376078        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376088        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376098        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376109        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376119        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376129        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376140        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376150        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376160        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376171        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376181        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376191        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376202        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376212        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376222        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376233        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376243        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376253        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376264        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376274        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376284        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376295        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376305        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376315        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376326        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376336        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376346        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376356        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376367        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376377        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376387        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376398        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376408        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376418        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376429        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376439        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376449        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376460        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376470        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376480        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376491        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376501        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376512        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376522        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376532        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376543        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376553        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376563        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376574        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376584        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376594        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376604        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376615        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376625        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376635        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376646        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376656        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376666        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376677        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376687        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376697        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376708        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376718        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676376728        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676376739        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676376749        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676376759        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676376770        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676376780        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676376790        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
